aarti_id,line_no,section,original,translit_roman,meaning_en,meaning_hi,meaning_mr,meaning_gu,meaning_pa,meaning_bn,meaning_ta,meaning_te,meaning_kn,meaning_ml,notes,original_true_script
A002,42,verse 6,दीनबंधु दुःख हरता,Deenbandhu dukh harta,"Friend of the humble, remover of sorrow","दीनों के बन्धु, दुख हरने वाले","दीनांचे बंधू, दुःख हरणारे","દીનોના બંધુ, દુઃખ હરનાર","ਦੀਨਾਂ ਦੇ ਬੰਧੂ, ਦੁੱਖ ਹਰਨ ਵਾਲੇ","দীনের বন্ধু, দুঃখহারী","எளியோரின் நண்பர், துன்பம் நீக்குபவர்","దీనుల బంధువు, దుఃఖాన్ని తొలగించేవారు","ದೀನರ ಬಂಧು, ದುಃಖ ಹರಿಸುವವರು","എളിയവരുടെ ബന്ധു, ദുഃഖം അകറ്റുന്നവർ",,NA
A002,43,verse 6,ठाकुर तुम मेरे,Thakur tum mere,You are my Lord,आप मेरे ठाकुर हैं,आपणच माझे ठाकुर आहात,આપ જ મારા ઠાકુર છો,ਆਪ ਹੀ ਮੇਰੇ ਠਾਕੁਰ ਹੋ,আপনিই আমার ঠাকুর,தாங்களே என் தலைவர்,మీరే నా ప్రభువు,ತಾವೇ ನನ್ನ ಒಡೆಯ,അങ്ങുതന്നെ എന്റെ നാഥൻ,,NA
A002,44,verse 6,स्वामी रक्षक तुम मेरे,Swami rakshak tum mere,"O Master, you are my protector","हे स्वामी, आप मेरे रक्षक हैं","हे स्वामी, आपणच माझे रक्षक आहात","હે સ્વામી, આપ જ મારા રક્ષક છો","ਹੇ ਸੁਆਮੀ, ਆਪ ਹੀ ਮੇਰੇ ਰੱਖਿਅਕ ਹੋ","হে স্বামী, আপনিই আমার রক্ষক","ஹே ஸ்வாமீ, தாங்களே என் காவலர்","ఓ స్వామీ, మీరే నా రక్షకులు","ಓ ಸ್ವಾಮೀ, ತಾವೇ ನನ್ನ ರಕ್ಷಕ","ഹേ സ്വാമീ, അങ്ങുതന്നെ എന്റെ രക്ഷകൻ",,NA
A002,45,verse 6,अपने हाथ उठाओ,Apne hath uthao,Raise your hand in blessing,अपना हाथ उठाइए,आशीर्वादासाठी आपला हात उचला,આશીર્વાદ માટે આપનો હાથ ઊંચો કરો,ਅਸ਼ੀਰਵਾਦ ਲਈ ਆਪਣਾ ਹੱਥ ਉਠਾਓ,আশীর্বাদে আপনার হাত তুলুন,ஆசி வழங்க தங்கள் கரத்தை உயர்த்தும்,ఆశీర్వాదం కోసం మీ చేతిని ఎత్తండి,ಆಶೀರ್ವಾದಕ್ಕಾಗಿ ತಮ್ಮ ಕೈಯನ್ನು ಎತ್ತಿ,അനുഗ്രഹത്തിനായി അങ്ങയുടെ കൈ ഉയർത്തണേ,,NA
A002,46,verse 6,अपने शरण लगाओ,Apne sharan lagao,Take me into your shelter,मुझे अपनी शरण में लीजिए,मला आपल्या शरणी घ्या,મને આપની શરણમાં લો,ਮੈਨੂੰ ਆਪਣੀ ਸ਼ਰਨ ਵਿੱਚ ਲਓ,আমাকে আপনার শরণে নিন,என்னைத் தங்கள் அடைக்கலத்தில் ஏற்றுக்கொள்ளும்,నన్ను మీ శరణులో చేర్చుకోండి,ನನ್ನನ್ನು ತಮ್ಮ ಶರಣಿಗೆ ಸೇರಿಸಿಕೊಳ್ಳಿ,എന്നെ അങ്ങയുടെ ശരണത്തിൽ ചേർക്കണേ,,NA
A002,47,verse 6,द्वार पड़ा तेरे,Dwar pada tere,I lie at your door,मैं आपके द्वार पर पड़ा हूँ,मी आपल्या दारी पडलो आहे,હું આપના દ્વારે પડ્યો છું,ਮੈਂ ਆਪ ਦੇ ਦਰ 'ਤੇ ਪਿਆ ਹਾਂ,আমি আপনার দ্বারে পড়ে আছি,நான் தங்கள் வாசலில் விழுந்து கிடக்கிறேன்,నేను మీ ద్వారం వద్ద పడి ఉన్నాను,ನಾನು ತಮ್ಮ ಬಾಗಿಲಲ್ಲಿ ಬಿದ್ದಿದ್ದೇನೆ,ഞാൻ അങ്ങയുടെ വാതിൽക്കൽ കിടക്കുന്നു,,NA
A002,48,refrain,ॐ जय जगदीश हरे,Om jai Jagdish hare,"Om, victory to the Lord of the universe","ॐ, जगत के स्वामी की जय हो","ॐ, जगदीशाचा (विश्वाच्या स्वामीचा) विजय असो","ૐ, જગદીશ (વિશ્વના સ્વામી)નો જય","ਓਮ, ਜਗਦੀਸ਼ (ਸੰਸਾਰ ਦੇ ਸੁਆਮੀ) ਦੀ ਜੈ","ওঁ, জগদীশের (বিশ্বের প্রভুর) জয়","ஓம், அண்டத்தின் அதிபதிக்கு வெற்றி","ఓం, జగదీశునికి (విశ్వ ప్రభువుకు) జయము","ಓಂ, ಜಗದೀಶನಿಗೆ (ವಿಶ್ವದ ಒಡೆಯನಿಗೆ) ಜಯ","ഓം, ജഗദീശന് (പ്രപഞ്ചനാഥന്) വിജയം",,NA
A002,49,verse 7,विषय विकार मिटाओ,Vishay vikar mitao,Remove worldly desires and faults,विषय-विकारों को मिटाइए,विषय-विकार दूर करा,વિષય-વિકાર દૂર કરો,ਵਿਸ਼ੇ-ਵਿਕਾਰ ਦੂਰ ਕਰੋ,বিষয়-বিকার দূর করুন,உலகப் பற்றுகளையும் குற்றங்களையும் நீக்கும்,విషయ వికారాలను తొలగించండి,ವಿಷಯ-ವಿಕಾರಗಳನ್ನು ದೂರ ಮಾಡಿ,വിഷയവികാരങ്ങൾ അകറ്റണേ,,NA
A002,50,verse 7,पाप हरो देवा,Pap haro deva,"Take away my sins, O Lord","हे देव, पापों को हर लीजिए","माझी पापे हरा, हे देवा","મારાં પાપ હરો, હે દેવ","ਮੇਰੇ ਪਾਪ ਹਰੋ, ਹੇ ਦੇਵ","আমার পাপ হরণ করুন, হে দেব","என் பாவங்களை நீக்கும், ஹே தேவா","నా పాపాలను తొలగించండి, ఓ దేవా","ನನ್ನ ಪಾಪಗಳನ್ನು ಹರಿಸಿ, ಓ ದೇವ","എന്റെ പാപങ്ങൾ അകറ്റണേ, ഹേ ദേവാ",,NA
A002,51,verse 7,स्वामी पाप हरो देवा,Swami pap haro deva,"O Master, take away my sins","हे स्वामी, पापों को हर लीजिए","हे स्वामी, माझी पापे हरा","હે સ્વામી, મારાં પાપ હરો","ਹੇ ਸੁਆਮੀ, ਮੇਰੇ ਪਾਪ ਹਰੋ","হে স্বামী, আমার পাপ হরণ করুন","ஹே ஸ்வாமீ, என் பாவங்களை நீக்கும்","ఓ స్వామీ, నా పాపాలను తొలగించండి","ಓ ಸ್ವಾಮೀ, ನನ್ನ ಪಾಪಗಳನ್ನು ಹರಿಸಿ","ഹേ സ്വാമീ, എന്റെ പാപങ്ങൾ അകറ്റണേ",,NA
A002,52,verse 7,श्रद्धा भक्ति बढ़ाओ,Shradha bhakti badhao,Increase my faith and devotion,श्रद्धा और भक्ति बढ़ाइए,माझी श्रद्धा आणि भक्ती वाढवा,મારી શ્રદ્ધા અને ભક્તિ વધારો,ਮੇਰੀ ਸ਼ਰਧਾ ਅਤੇ ਭਗਤੀ ਵਧਾਓ,আমার শ্রদ্ধা ও ভক্তি বাড়ান,என் நம்பிக்கையையும் பக்தியையும் பெருக்கும்,"నా శ్రద్ధను, భక్తిని పెంచండి",ನನ್ನ ಶ್ರದ್ಧೆ ಮತ್ತು ಭಕ್ತಿಯನ್ನು ಹೆಚ್ಚಿಸಿ,എന്റെ ശ്രദ്ധയും ഭക്തിയും വർധിപ്പിക്കണേ,,NA
A002,53,verse 7,श्रद्धा भक्ति बढ़ाओ,Shradha bhakti badhao,Increase my faith and devotion,श्रद्धा और भक्ति बढ़ाइए,माझी श्रद्धा आणि भक्ती वाढवा,મારી શ્રદ્ધા અને ભક્તિ વધારો,ਮੇਰੀ ਸ਼ਰਧਾ ਅਤੇ ਭਗਤੀ ਵਧਾਓ,আমার শ্রদ্ধা ও ভক্তি বাড়ান,என் நம்பிக்கையையும் பக்தியையும் பெருக்கும்,"నా శ్రద్ధను, భక్తిని పెంచండి",ನನ್ನ ಶ್ರದ್ಧೆ ಮತ್ತು ಭಕ್ತಿಯನ್ನು ಹೆಚ್ಚಿಸಿ,എന്റെ ശ്രദ്ധയും ഭക്തിയും വർധിപ്പിക്കണേ,,NA
A002,54,verse 7,संतान की सेवा,Santan ki seva,And the service of the saints,और सन्तों की सेवा,आणि संतांची सेवा (लाभू द्या),અને સંતોની સેવા (પ્રાપ્ત થાય),ਅਤੇ ਸੰਤਾਂ ਦੀ ਸੇਵਾ (ਪ੍ਰਾਪਤ ਹੋਵੇ),এবং সন্তদের সেবা (লাভ হোক),மேலும் அடியார்களுக்குத் தொண்டு (கிடைக்கட்டும்),మరియు సాధువుల సేవ (లభించాలి),ಮತ್ತು ಸಂತರ ಸೇವೆ (ಲಭಿಸಲಿ),കൂടാതെ സന്യാസിമാരുടെ സേവനവും (ലഭിക്കണേ),,NA
A002,55,refrain,ॐ जय जगदीश हरे,Om jai Jagdish hare,"Om, victory to the Lord of the universe","ॐ, जगत के स्वामी की जय हो","ॐ, जगदीशाचा (विश्वाच्या स्वामीचा) विजय असो","ૐ, જગદીશ (વિશ્વના સ્વામી)નો જય","ਓਮ, ਜਗਦੀਸ਼ (ਸੰਸਾਰ ਦੇ ਸੁਆਮੀ) ਦੀ ਜੈ","ওঁ, জগদীশের (বিশ্বের প্রভুর) জয়","ஓம், அண்டத்தின் அதிபதிக்கு வெற்றி","ఓం, జగదీశునికి (విశ్వ ప్రభువుకు) జయము","ಓಂ, ಜಗದೀಶನಿಗೆ (ವಿಶ್ವದ ಒಡೆಯನಿಗೆ) ಜಯ","ഓം, ജഗദീശന് (പ്രപഞ്ചനാഥന്) വിജയം",,NA
A002,56,verse 8,तन मन धन सब कुछ है तेरा,Tan man dhan sab kuch hai tera,"My body, mind and wealth, all is yours","तन, मन, धन सब कुछ आपका है","माझे तन, मन आणि धन, सर्व आपलेच आहे","મારું તન, મન અને ધન, બધું આપનું જ છે","ਮੇਰਾ ਤਨ, ਮਨ ਅਤੇ ਧਨ, ਸਭ ਆਪ ਦਾ ਹੀ ਹੈ","আমার তন, মন ও ধন, সবই আপনার","என் உடல், மனம், செல்வம் அனைத்தும் தங்களுடையதே","నా తనువు, మనసు, ధనం అన్నీ మీవే","ನನ್ನ ತನು, ಮನ ಮತ್ತು ಧನ, ಎಲ್ಲವೂ ತಮ್ಮದೇ",എന്റെ ശരീരവും മനസ്സും ധനവും എല്ലാം അങ്ങയുടേതാണ്,,NA
A002,57,verse 8,स्वामी सब कुछ है तेरा,Swami sab kuch hai tera,"O Master, everything is yours","हे स्वामी, सब कुछ आपका ही है","हे स्वामी, सर्व काही आपलेच आहे","હે સ્વામી, બધું જ આપનું છે","ਹੇ ਸੁਆਮੀ, ਸਭ ਕੁਝ ਆਪ ਦਾ ਹੀ ਹੈ","হে স্বামী, সবকিছু আপনার","ஹே ஸ்வாமீ, அனைத்தும் தங்களுடையதே","ఓ స్వామీ, సమస్తం మీదే","ಓ ಸ್ವಾಮೀ, ಎಲ್ಲವೂ ತಮ್ಮದೇ","ഹേ സ്വാമീ, എല്ലാം അങ്ങയുടേതാണ്",,NA
