aarti_id,line_no,section,original,translit_roman,meaning_en,meaning_hi,meaning_mr,meaning_gu,meaning_pa,meaning_bn,meaning_ta,meaning_te,meaning_kn,meaning_ml,notes,original_true_script
C002,2,chaupai,निराकार है ज्योति तुम्हारी।तिहूँ लोक फैली उजियारी॥,"Nirakara hai jyoti tumhari, tihu.n loka phaili ujiyari.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-13; translation/transliteration pending. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C002,3,chaupai,शशि ललाट मुख महाविशाला।नेत्र लाल भृकुटि विकराला॥,"Shashi lalata mukha mahavishala, netra lala bhrrikuti vikarala.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-13; translation/transliteration pending. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C002,4,chaupai,रूप मातु को अधिक सुहावे।दरश करत जन अति सुख पावे॥,"Rupa matu ko adhika suhave, darasha karata jana ati sukha pave.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-13; translation/transliteration pending. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C002,5,chaupai,तुम संसार शक्ति लय कीना।पालन हेतु अन्न धन दीना॥,"Tuma samsara shakti laya kina, palana hetu anna dhana dina.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-13; translation/transliteration pending. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C002,6,chaupai,अन्नपूर्णा हुई जग पाला।तुम ही आदि सुन्दरी बाला॥,"Annapurna hui jaga pala, tuma hi adi sundari bala.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-13; translation/transliteration pending. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C002,7,chaupai,प्रलयकाल सब नाशन हारी।तुम गौरी शिवशंकर प्यारी॥,"Pralayakala saba nashana hari, tuma Gauri shivashamkara pyari.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-13; translation/transliteration pending. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C002,8,chaupai,शिव योगी तुम्हरे गुण गावें।ब्रह्मा विष्णु तुम्हें नित ध्यावें॥,"Shiva yogi tumhare guna gavem, Brahma Vishnu tumhem nita dhyavem.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-13; translation/transliteration pending. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C002,9,chaupai,रूप सरस्वती को तुम धारा।दे सुबुद्धि ऋषि-मुनिन उबारा॥,"Rupa sarasvati ko tuma dhara, de subuddhi rrishi-munina ubara.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-13; translation/transliteration pending. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C002,10,chaupai,धरा रूप नरसिंह को अम्बा।प्रगट भईं फाड़कर खम्बा॥,"Dhara rupa Narasimha ko Amba, pragata bhaim pha.dakara khamba.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-13; translation/transliteration pending. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C002,11,chaupai,रक्षा कर प्रह्लाद बचायो।हिरण्याक्ष को स्वर्ग पठायो॥,"Raksha kara prahlada bachayo, Hiranyaksha ko svarga pathayo.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-13; translation/transliteration pending. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C002,12,chaupai,लक्ष्मी रूप धरो जग माहीं।श्री नारायण अंग समाहीं॥,"Lakshmi rupa dharo jaga mahim, shri Narayana amga samahim.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-13; translation/transliteration pending. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C002,13,chaupai,क्षीरसिन्धु में करत विलासा।दयासिन्धु दीजै मन आसा॥,"Kshirasindhu mem karata vilasa, dayasindhu dijai mana asa.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-13; translation/transliteration pending. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C002,14,chaupai,हिंगलाज में तुम्हीं भवानी।महिमा अमित न जात बखानी॥,"Himgalaja mem tumhim Bhavani, mahima amita na jata bakhani.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-13; translation/transliteration pending. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C002,15,chaupai,मातंगी अरु धूमावति माता।भुवनेश्वरी बगला सुख दाता॥,"Matamgi aru dhumavati mata, bhuvaneshvari bagala sukha data.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-13; translation/transliteration pending. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C002,16,chaupai,श्री भैरव तारा जग तारिणी।छिन्न भाल भव दुःख निवारिणी॥,"Shri bhairava tara jaga tarini, chinna bhala bhava duhkha nivarini.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-13; translation/transliteration pending. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C002,17,chaupai,केहरि वाहन सोह भवानी।लांगुर वीर चलत अगवानी॥,"Kehari vahana soha Bhavani, lamgura vira chalata agavani.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-13; translation/transliteration pending. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C002,18,chaupai,कर में खप्पर-खड्ग विराजै।जाको देख काल डर भाजे॥,"Kara mem khappara-khadga virajai, jako dekha kala dara bhaje.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-13; translation/transliteration pending. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C002,19,chaupai,सोहै अस्त्र और त्रिशूला।जाते उठत शत्रु हिय शूला॥,"Sohai astra aura trishula, jate uthata shatru hiya shula.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-13; translation/transliteration pending. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C002,20,chaupai,नगर कोटि में तुम्हीं विराजत।तिहुंलोक में डंका बाजत॥,"Nagara koti mem tumhim virajata, tihumloka mem damka bajata.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-13; translation/transliteration pending. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C002,21,chaupai,शुम्भ निशुम्भ दानव तुम मारे।रक्तबीज शंखन संहारे॥,"Shumbha nishumbha danava tuma mare, raktabija shamkhana samhare.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-13; translation/transliteration pending. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C002,22,chaupai,महिषासुर नृप अति अभिमानी।जेहि अघ भार मही अकुलानी॥,"Mahishasura nrripa ati abhimani, jehi agha bhara mahi akulani.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-13; translation/transliteration pending. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C002,23,chaupai,रूप कराल कालिका धारा।सेन सहित तुम तिहि संहारा॥,"Rupa karala kalika dhara, sena sahita tuma tihi samhara.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-13; translation/transliteration pending. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C002,24,chaupai,परी गाढ़ सन्तन पर जब-जब।भई सहाय मातु तुम तब तब॥,"Pari ga.dha santana para jaba-jaba, bhai sahaya matu tuma taba taba.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-13; translation/transliteration pending. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C002,25,chaupai,अमरपुरी अरु बासव लोका।तब महिमा सब रहें अशोका॥,"Amarapuri aru basava loka, taba mahima saba rahem ashoka.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-13; translation/transliteration pending. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C002,26,chaupai,ज्वाला में है ज्योति तुम्हारी।तुम्हें सदा पूजें नर-नारी॥,"Jvala mem hai jyoti tumhari, tumhem sada pujem nara-nari.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-13; translation/transliteration pending. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C002,27,chaupai,प्रेम भक्ति से जो यश गावै।दुःख दारिद्र निकट नहिं आवें॥,"Prema bhakti se jo yasha gavai, duhkha daridra nikata nahim avem.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-13; translation/transliteration pending. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C002,28,chaupai,ध्यावे तुम्हें जो नर मन लाई।जन्म-मरण ताकौ छुटि जाई॥,"Dhyave tumhem jo nara mana lai, janma-marana takau chuti jai.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-13; translation/transliteration pending. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C002,29,chaupai,जोगी सुर मुनि कहत पुकारी।योग न हो बिन शक्ति तुम्हारी॥,"Jogi sura muni kahata pukari, yoga na ho bina shakti tumhari.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-13; translation/transliteration pending. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
C002,30,chaupai,शंकर आचारज तप कीनो।काम अरु क्रोध जीति सब लीनो॥,"Shamkara acharaja tapa kino, kama aru krodha jiti saba lino.",,,,,,,,,,,"Draft: original text only, sourced 2026-07-13; translation/transliteration pending. reviewed=no in chalisa_tracker.csv until checked against sung versions.",NA
